Enter your District,PIN code,Gender,Which of the following factors influence the most about your career aspirations,factor_status,Would you definitely pursue a Higher Education / Post Graduation outside of India ? If only you have to self sponsor it.,higher_education_status,How likely is that you will work for one employer for 3 years or more ?,long_work_status,Would you work for a company whose mission is not clearly defined and publicly posted.,company_mission_clarity_status,How likely would you work for a company whose mission is misaligned with their public actions or even their product ?,company_mission_misaliged_status,How likely would you work for a company whose mission is not bringing social impact ?,What is the most preferred working environment for you.,work_environment_status,Which of the below Employers would you work with.,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job,career_choice_status,What type of Manager would you work without looking into your watch ?,Which of the following setup you would like to work ?,work_team_status
Gulbarga,585101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,7,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Gulbarga,585101,Male,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,No,2,Will work for them,1,7,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Gulbarga,585101,Female,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Remote,2,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",1
Gulbarga,585101,Female,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,6,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Gulbarga,585101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,2,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Gulbarga,585101,Female,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",1
Gulbarga,585101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,3,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Gulbarga,585101,Female,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,1,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with more than 10 people in my team",1
Gulbarga,585101,Male,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,Yes,1,Will work for them,1,3,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Design and Developement,2,Manager who sets goal and helps me achieve it,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",1
Gulbarga,585101,Male,Social Media like LinkedIn,2,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Male,Social Media like LinkedIn,2,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,8,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,7,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,5,Office,1,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,9,Hybrid (Office + Home),3,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Developement,2,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,8,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,6,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will work for them,1,4,Office,1,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,9,Hybrid (Office + Home),3,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,5,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work alone,0
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,8,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",1
Raichur,584101,Female,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,1,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Female,Social Media like LinkedIn,2,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,2,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Male,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,6,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team",1
Raichur,584101,Female,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,7,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will work for them,1,4,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,"Work with 2 to 3 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",1
Raichur,584101,Female,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,6,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,4,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,7,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,8,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,1
Raichur,584101,Male,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,3,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,Social Media like LinkedIn,2,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,5,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work alone,0
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,4,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 7 to 10 or more people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,3,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work alone,0
Raichur,584101,Male,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,7,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,1
Raichur,584101,Male,Social Media like LinkedIn,2,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,3,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,1,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,1
Raichur,584101,Female,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,No,2,Will work for them,1,5,Hybrid (Office + Home),3,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,3,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,1,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,8,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,1,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,6,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,1
Raichur,584101,Male,Social Media like LinkedIn,2,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,5,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work alone,0
Raichur,584101,Female,Social Media like LinkedIn,2,Yes,1,Will work for 3 years or more,2,No,2,Will NOT work for them,2,5,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with more than 10 people in my team",1
Raichur,584101,Male,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team",1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,1,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,"Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",1
Raichur,584101,Male,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,7,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,8,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",1
Raichur,584101,Female,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,Yes,1,Will work for them,1,6,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Male,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,9,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,8,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,7,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work alone,0
Raichur,584101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,8,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,5,Hybrid (Office + Home),3,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,No,2,Will NOT work for them,2,1,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,1
Raichur,584101,Female,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,3,Hybrid (Office + Home),3,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Raichur,584101,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,1,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,3,Hybrid (Office + Home),3,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,1
Delhi,110016,Male,Social Media like LinkedIn,2,No,2,Will work for 3 years or more,2,Yes,1,Will work for them,1,8,Office,1,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,1
Delhi,110016,Female,Social Media like LinkedIn,2,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,7,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,2,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,4,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,2,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 7 to 10 or more people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,5,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Delhi,110016,Female,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,Yes,1,Will work for them,1,10,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,10,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,1
Delhi,110016,Female,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will work for them,1,5,Remote,2,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Delhi,110016,Male,Social Media like LinkedIn,2,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will work for them,1,3,Remote,2,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,10,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,No,2,Will work for 3 years or more,2,Yes,1,Will work for them,1,5,Hybrid (Office + Home),3,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,"Work with 5 to 6 people in my team, Work with more than 10 people in my team",1
Delhi,110016,Female,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,5,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,Will work for 3 years or more,2,Yes,1,Will work for them,1,4,Office,1,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,Manager who sets goal and helps me achieve it,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",1
Delhi,110016,Female,Social Media like LinkedIn,2,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will work for them,1,10,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work alone,0
Delhi,110016,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,8,Office,1,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Teaching,3,"Manager who explains what is expected, sets a goal and helps achieve it",Work alone,0
Delhi,110016,Male,People who have changed the world for better,1,Yes,1,"This will be hard to do, but if it is the right company I would try",1,Yes,1,Will NOT work for them,2,8,Remote,2,Employer who appreciates learning and enables that environment,"Self Paced Learning Portals, Instructor or Expert Learning Programs",Design and Creative strategy,4,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,1
Delhi,110016,Male,People who have changed the world for better,1,No,2,"This will be hard to do, but if it is the right company I would try",1,No,2,Will NOT work for them,2,3,Office,1,Employer who appreciates learning and enables that environment,"Instructor or Expert Learning Programs, Trial and error by doing side projects within the company",Design and Creative strategy,4,"Manager who explains what is expected, sets a goal and helps achieve it",Work alone,0
